,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.72,0.57,0.17,0.19,0.06,0.18,0.61,0.0
fceugc.csv,0.3,0.4,0.71,0.56,0.51,0.4,0.5,0.37
ftm.csv,0.42,0.48,0.47,0.3,0.58,0.48,0.67,0.66
google-gears.csv,0.64,0.62,0.42,0.62,0.66,0.71,0.47,0.33
jaolt.csv,0.22,0.74,0.64,0.61,0.61,0.55,0.63,0.21
jcache.csv,0.68,0.68,0.68,0.45,0.68,0.5,0.3,0.92
kmess.csv,0.0,0.43,0.63,0.23,0.68,0.11,0.6,0.75
xmemcached.csv,0.17,0.79,0.46,0.56,0.51,0.2,0.27,0.36
