,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.38,0.42,0.93,0.72,0.9
aime.csv,0.73,0.94,0.57,0.62,0.87
badtrinitycore.csv,0.5,0.52,0.99,0.98,0.93
electric-core.csv,0.73,0.52,0.84,0.49,0.62
olsrd.csv,0.31,0.39,0.39,0.42,0.42
