,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.83,0.67,0.64,0.53,0.45,0.79
encog-java.csv,0.38,0.96,0.97,0.78,0.72,0.98
h2database.csv,0.49,0.37,0.89,0.46,0.76,0.89
jaql.csv,0.54,0.55,0.74,0.41,0.69,0.8
raven-monitoring.csv,0.68,0.76,0.46,0.64,0.96,0.74
v8.csv,0.96,0.63,0.88,0.87,0.96,0.23
