,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.13,0.15,0.45,0.52,0.59,0.93
encog-java.csv,0.27,0.14,0.5,0.75,0.59,0.8
h2database.csv,0.23,0.3,0.5,0.57,0.81,0.96
jaql.csv,0.18,0.22,0.5,0.68,0.62,1.0
raven-monitoring.csv,0.13,0.11,0.61,0.48,0.18,0.98
v8.csv,0.04,0.17,0.37,0.32,0.39,0.99
