,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.53,0.37,0.26,0.63,0.99,0.17,0.71,0.75
enlightenment.csv,0.57,0.32,0.25,0.98,0.59,0.06,0.65,0.7
ffigo.csv,0.61,0.29,0.23,0.61,0.65,0.0,0.99,0.66
ildjit.csv,0.26,0.92,0.08,0.07,0.27,0.0,0.03,0.0
jfreereport.csv,0.53,0.39,0.93,0.52,0.49,0.22,0.49,0.69
psycle.csv,0.98,0.4,0.25,0.69,0.66,0.17,0.69,0.76
wikipediardware.csv,0.73,0.25,0.25,0.69,0.59,0.17,0.69,0.99
wxjs.csv,0.0,0.0,0.0,0.01,0.0,1.0,0.0,0.0
