,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.25,0.52,0.51,0.47,0.0,0.61,0.45,0.29
enlightenment.csv,0.39,0.73,0.69,0.02,0.48,0.24,0.27,0.5
ffigo.csv,0.37,0.57,0.72,0.42,0.48,0.39,0.0,0.79
ildjit.csv,0.28,0.03,0.13,0.07,0.06,0.04,0.02,0.14
jfreereport.csv,0.77,0.56,0.0,0.57,0.61,0.63,0.68,0.79
psycle.csv,0.02,0.65,0.74,0.6,0.82,0.62,0.7,0.57
wikipediardware.csv,0.5,0.65,0.66,0.76,0.79,0.86,0.77,0.0
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
