,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.41,0.62,0.64,0.61,0.97,0.75,0.7,0.66
enlightenment.csv,0.48,0.66,0.79,0.97,0.61,0.12,0.55,0.63
ffigo.csv,0.53,0.48,0.74,0.56,0.69,0.0,0.99,0.63
ildjit.csv,0.18,0.93,0.08,0.04,0.17,0.0,0.01,0.0
jfreereport.csv,0.5,0.69,0.88,0.49,0.5,1.0,0.45,0.68
psycle.csv,0.97,0.79,0.85,0.75,0.86,0.75,0.74,0.74
wikipediardware.csv,0.72,0.45,0.77,0.81,0.72,1.0,0.76,0.97
wxjs.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
