,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.86,0.47,0.43,0.8,0.51,0.85,0.43,0.34,0.43,0.61,0.42
gdis.csv,0.64,0.6,0.54,0.56,0.48,0.5,0.47,0.59,0.37,0.64,0.85
genoviz.csv,0.75,0.83,0.67,0.93,0.73,0.93,0.5,0.88,0.8,0.61,0.78
kml.csv,0.51,0.55,0.42,0.4,0.43,0.43,0.45,0.4,0.41,0.38,0.32
omseek.csv,0.5,0.83,0.0,0.92,0.56,0.68,0.5,0.75,0.89,0.48,0.67
ossbuild.csv,0.5,0.56,0.99,0.59,0.6,0.68,0.86,0.86,0.75,0.81,0.34
popeye-chess.csv,0.57,0.44,0.47,0.47,0.49,0.59,0.5,0.4,0.37,0.79,0.61
quarkplayer.csv,0.93,0.7,0.8,0.9,0.77,0.74,0.65,0.98,0.94,0.94,0.88
turbotrader-bos.csv,0.55,0.5,0.38,0.58,0.46,0.65,0.38,0.32,0.33,0.41,0.36
virtuoso.csv,0.39,0.48,0.97,0.43,0.51,0.44,0.36,0.6,0.36,0.38,0.36
zscreen.csv,0.49,0.55,0.49,0.43,0.47,0.53,0.92,0.89,0.58,0.49,0.42
