,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.13,0.49,0.39,0.35,0.79,0.95,0.14,0.37,0.19,0.45,0.51,0.16,0.54,0.18,0.1,0.16,0.33
fontforge.csv,0.09,0.37,0.22,0.39,0.64,0.48,0.14,0.96,0.11,0.51,0.31,0.13,0.36,0.19,0.18,0.14,0.34
glas.csv,0.33,0.17,0.32,0.24,0.62,0.39,0.0,0.61,0.25,0.09,0.36,0.14,0.42,0.97,0.07,0.17,0.33
gmerlin.csv,0.37,0.53,0.52,0.48,0.45,0.46,0.11,0.57,0.18,0.59,0.43,0.21,0.54,0.22,0.06,0.2,0.97
hannosset.csv,0.0,0.06,0.13,0.0,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1.0,0.0,0.0
hatari.csv,0.39,0.47,0.95,0.35,0.66,0.4,0.11,0.6,0.33,0.55,0.77,0.14,0.49,0.37,0.25,0.25,0.24
jaolt.csv,0.59,0.5,0.59,0.43,0.73,0.57,0.08,0.55,0.28,0.44,0.87,0.1,0.99,0.55,0.17,0.26,0.25
jcl.csv,0.05,0.45,0.06,0.12,0.09,0.06,0.0,0.15,0.08,0.44,0.07,0.14,0.1,0.0,0.0,0.96,0.06
ltp.csv,0.09,0.28,0.19,0.19,0.99,0.08,0.0,0.14,0.0,0.0,0.09,0.05,0.21,0.0,0.27,0.0,0.17
mia.csv,0.43,0.5,0.21,0.26,0.05,0.39,0.0,0.62,0.04,0.37,0.84,0.97,0.51,0.0,0.22,0.13,0.34
net-snmp.csv,0.98,0.45,0.51,0.39,0.67,0.43,0.11,0.42,0.13,0.42,0.53,0.13,0.53,0.17,0.12,0.24,0.46
opde.csv,0.59,0.36,0.38,0.98,0.73,0.4,0.0,0.29,0.16,0.53,0.63,0.15,0.56,0.16,0.11,0.13,0.39
oppna-program-hsatools.csv,0.63,0.46,0.61,0.53,0.82,0.6,0.04,0.61,0.24,0.66,1.0,0.17,0.83,0.59,0.14,0.19,0.45
powerfolder-.csv,0.41,1.0,0.0,0.15,0.1,0.24,0.0,0.0,0.09,0.33,0.3,0.15,0.38,0.0,0.0,0.23,0.0
qlc.csv,0.05,0.06,0.13,0.12,0.01,0.08,0.0,0.19,0.94,0.05,0.11,0.08,0.05,0.05,0.0,0.17,0.14
tcl.csv,0.21,0.13,0.13,0.29,0.63,0.33,0.0,0.25,0.26,0.97,0.26,0.15,0.15,0.24,0.12,0.23,0.14
