,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.83,0.59,0.82,0.93,0.41,0.56,0.85,0.6,0.8,0.53,0.6,0.9,0.5,0.88,0.93,0.83,0.88
fontforge.csv,0.83,0.59,0.86,0.91,0.48,0.64,0.69,0.5,0.94,0.33,0.82,0.93,0.73,0.83,0.42,0.49,0.71
glas.csv,0.84,0.75,0.88,0.81,0.52,0.61,0.67,0.29,0.66,0.75,0.77,0.65,0.78,0.63,0.73,0.95,0.56
gmerlin.csv,0.52,0.42,0.52,0.42,0.66,0.52,0.59,0.34,0.48,0.31,0.59,0.57,0.53,0.65,0.5,0.38,0.63
hannosset.csv,0.0,0.0,0.5,0.0,0.91,0.67,0.0,0.0,0.5,0.5,0.0,0.0,0.67,0.0,0.83,0.0,0.0
hatari.csv,0.57,0.56,0.6,0.41,0.52,0.57,0.65,0.36,0.51,0.46,0.48,0.46,0.7,0.95,0.89,0.41,0.9
jaolt.csv,0.41,0.33,0.43,0.36,0.34,0.42,0.42,0.36,0.41,0.48,0.44,0.43,0.4,0.45,0.31,0.42,0.55
jcl.csv,0.67,0.92,0.75,0.88,0.95,0.67,0.8,0.5,0.86,0.94,0.75,0.9,0.75,0.0,0.5,0.92,0.0
ltp.csv,0.75,0.61,0.67,0.83,0.45,0.86,0.5,0.8,0.83,0.0,0.8,0.95,0.92,0.0,0.89,0.75,0.75
mia.csv,0.87,0.67,0.94,0.83,0.95,0.58,0.86,0.46,0.97,0.63,0.43,0.94,0.69,0.0,0.67,0.55,0.8
net-snmp.csv,0.59,0.5,0.79,0.75,0.52,0.61,0.65,0.71,0.72,0.57,0.63,0.91,0.58,0.89,0.58,0.48,0.72
opde.csv,0.56,0.51,0.59,0.75,0.47,0.58,0.57,0.75,0.69,0.57,0.51,0.97,0.52,0.92,0.41,0.56,0.49
oppna-program-hsatools.csv,0.35,0.29,0.41,0.36,0.33,0.33,0.36,0.29,0.41,0.34,0.42,0.41,0.34,0.44,0.39,0.37,0.38
powerfolder-.csv,0.83,0.65,0.0,0.5,0.98,0.96,0.0,0.0,0.8,0.93,0.96,0.88,0.71,0.0,0.5,0.44,0.5
qlc.csv,0.0,0.75,0.5,0.88,0.8,0.89,0.0,0.86,0.94,0.5,0.83,0.86,0.5,0.5,0.67,0.9,0.9
tcl.csv,0.94,0.94,0.5,0.94,0.6,0.86,0.89,0.88,0.97,0.54,0.96,0.98,0.86,0.95,0.91,0.92,0.9
