,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.93,0.54,0.74,0.74,0.69,0.08,0.23,0.81,0.75,0.71,0.67,0.73,0.69,0.89,0.86,0.81,0.76
fontforge.csv,0.95,0.68,0.87,0.73,0.61,0.62,0.23,0.05,0.9,0.68,0.82,0.85,0.79,0.89,0.59,0.81,0.74
glas.csv,0.78,0.89,0.8,0.84,0.61,0.73,1.04,0.65,0.67,0.95,0.81,0.75,0.78,0.05,0.89,0.81,0.76
gmerlin.csv,0.75,0.49,0.59,0.61,0.75,0.65,0.31,0.61,0.77,0.79,0.76,0.6,0.65,0.86,0.92,0.92,0.06
hannosset.csv,1.0,0.97,0.93,1.0,0.98,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.0,1.0,1.0
hatari.csv,0.75,0.56,0.07,0.8,0.59,0.7,0.31,0.59,0.52,0.71,0.45,0.8,0.72,0.73,0.55,0.61,0.85
jaolt.csv,0.66,0.74,0.56,0.78,0.74,0.74,0.44,0.81,0.72,0.73,0.58,0.92,0.04,0.69,0.73,0.58,0.86
jcl.csv,0.98,0.68,0.97,0.93,0.96,0.97,1.0,0.92,0.95,0.7,0.96,0.89,0.95,1.0,1.0,0.07,0.97
ltp.csv,0.95,0.78,0.9,0.88,0.04,0.96,1.0,0.92,1.0,1.0,0.95,0.95,0.88,1.0,0.67,1.0,0.91
mia.csv,0.72,0.54,0.9,0.84,0.98,0.82,1.01,0.51,1.0,0.9,0.92,0.06,0.68,1.0,0.83,0.89,0.76
net-snmp.csv,0.05,0.58,0.63,0.7,0.57,0.67,0.31,0.69,0.85,0.73,0.64,0.81,0.65,0.9,0.75,0.62,0.61
opde.csv,0.6,0.73,0.85,0.04,0.67,0.73,1.14,0.83,0.79,0.7,0.6,0.8,0.66,0.9,0.86,0.9,0.7
oppna-program-hsatools.csv,0.84,0.87,0.97,0.98,0.99,0.72,1.0,1.0,0.95,0.95,0.01,0.99,0.97,0.77,0.9,0.92,0.85
powerfolder-.csv,0.72,0.0,1.0,0.92,0.96,0.85,1.0,1.0,0.95,0.78,0.88,0.89,0.76,1.0,1.0,0.68,1.0
qlc.csv,0.98,0.97,0.93,0.93,0.99,0.96,1.0,0.88,0.06,0.97,0.94,0.95,0.97,0.97,1.0,0.86,0.91
tcl.csv,0.88,0.92,0.93,0.8,0.65,0.78,1.01,0.84,0.7,0.05,0.89,0.73,0.92,0.86,0.85,0.79,0.91
