,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.0,4.0,0.0,0.0,2.0,0.0,12.0,1.0,10.0,0.0,0.0,7.0,0.0,4.0,10.0,6.0,2.0
fontforge.csv,0.0,2.0,1.0,0.0,1.0,1.0,12.0,0.0,8.0,2.0,0.0,6.0,0.0,0.0,6.0,12.0,5.0
glas.csv,5.0,5.0,1.0,4.0,1.0,2.0,52.0,4.0,1.0,0.0,0.0,15.0,1.0,0.0,9.0,3.0,7.0
gmerlin.csv,0.0,0.0,1.0,1.0,2.0,3.0,16.0,3.0,17.0,1.0,0.0,34.0,0.0,0.0,4.0,15.0,0.0
hannosset.csv,91.0,0.0,0.0,69.0,0.0,0.0,52.0,54.0,132.0,78.0,129.0,195.0,2.0,91.0,0.0,115.0,97.0
hatari.csv,1.0,2.0,0.0,1.0,0.0,1.0,16.0,5.0,7.0,0.0,0.0,3.0,1.0,2.0,5.0,11.0,1.0
jaolt.csv,0.0,0.0,0.0,2.0,0.0,12.0,23.0,0.0,6.0,0.0,2.0,21.0,0.0,4.0,6.0,1.0,7.0
jcl.csv,0.0,2.0,1.0,0.0,0.0,1.0,52.0,0.0,3.0,0.0,0.0,4.0,0.0,91.0,74.0,0.0,0.0
ltp.csv,1.0,9.0,0.0,0.0,0.0,4.0,52.0,0.0,132.0,78.0,0.0,1.0,0.0,91.0,2.0,115.0,0.0
mia.csv,1.0,0.0,2.0,0.0,2.0,13.0,52.0,1.0,26.0,0.0,2.0,0.0,1.0,91.0,1.0,7.0,8.0
net-snmp.csv,0.0,0.0,0.0,1.0,0.0,0.0,16.0,2.0,4.0,0.0,0.0,7.0,0.0,0.0,3.0,2.0,1.0
opde.csv,0.0,1.0,2.0,0.0,1.0,2.0,52.0,0.0,10.0,0.0,0.0,7.0,0.0,2.0,16.0,7.0,5.0
oppna-program-hsatools.csv,0.0,0.0,0.0,0.0,1.0,3.0,52.0,1.0,24.0,0.0,0.0,8.0,0.0,4.0,16.0,11.0,6.0
powerfolder-.csv,0.0,0.0,64.0,0.0,0.0,8.0,52.0,54.0,0.0,0.0,2.0,5.0,0.0,91.0,74.0,4.0,97.0
qlc.csv,0.0,3.0,0.0,0.0,0.0,6.0,52.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,74.0,7.0,5.0
tcl.csv,4.0,12.0,0.0,0.0,0.0,5.0,52.0,1.0,13.0,0.0,1.0,35.0,1.0,12.0,4.0,3.0,4.0
