,knowledge.csv,pentahoanalysistool.csv,betoffice.csv,ifmo-game-1.csv,voms.csv,sumatrapdf.csv,projecteqemu.csv
betoffice.csv,96.5,1074.0,616.5,2749.5,366.0,197.0,197.5
ifmo-game-1.csv,90.5,229.5,132.0,278.5,403.0,281.5,60.5
knowledge.csv,97.5,98.5,846.5,851.5,463.5,197.0,98.5
pentahoanalysistool.csv,97.5,98.5,351.5,1954.5,371.0,197.0,98.5
projecteqemu.csv,97.5,97.5,181.0,281.5,390.0,188.0,191.0
sumatrapdf.csv,97.5,98.5,654.5,1035.5,672.0,98.5,197.5
voms.csv,97.5,98.5,275.5,187.0,279.5,98.5,191.0
