,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.95,0.64,0.64,0.34,1.0,0.02,0.5,1.0,0.5,0.82
fritzing.csv,0.89,0.54,1.0,0.56,0.98,0.01,0.25,0.48,0.4,0.56
jlinalg.csv,1.0,0.39,0.49,0.42,0.93,0.01,0.18,0.3,0.44,0.52
knowledge.csv,0.94,0.37,0.47,0.42,1.0,0.01,0.15,0.38,0.43,0.55
massiv.csv,0.0,0.0,0.71,0.44,0.0,1.0,0.0,0.12,0.0,0.0
multitude.csv,0.71,0.4,0.57,0.44,0.98,0.01,0.14,0.42,0.55,1.0
playerstage.csv,0.79,0.49,0.56,1.0,1.0,0.02,0.1,0.53,0.57,0.55
quarkplusplus.csv,0.87,0.58,0.69,0.62,1.0,0.02,0.2,0.39,1.0,0.64
rtrt-on-gpu.csv,0.25,0.29,0.4,0.29,0.94,0.01,1.0,0.22,0.12,0.43
superwaba.csv,0.82,1.0,0.53,0.43,0.92,0.01,0.18,0.36,0.52,0.58
