,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.96,0.59,0.25,0.42
neoengine.csv,0.28,0.54,0.78,0.62
omseek.csv,0.06,0.22,0.12,0.0
pcsx2.csv,0.16,0.32,0.32,0.19
