,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.58,0.51,0.06,0.35,0.44,0.29,0.33
glelite.csv,1.0,1.0,0.96,0.97,0.99,0.99,0.0
moving-pictures.csv,0.49,0.82,0.44,0.0,0.34,0.57,0.0
plearn.csv,0.01,0.43,0.81,0.84,0.45,0.33,0.0
re2c.csv,0.26,0.02,0.31,0.55,0.39,0.34,0.67
rebecca-aiml.csv,0.12,0.02,0.73,0.45,0.36,0.0,0.0
xfce.csv,0.6,0.78,0.65,0.68,0.03,0.54,0.0
