,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.4,0.27,0.97,0.38,0.53,0.37,0.82
glelite.csv,0.45,0.19,0.7,0.65,0.82,0.45,1.0
moving-pictures.csv,0.42,0.15,0.51,0.98,0.44,0.38,0.8
plearn.csv,0.9,0.13,0.62,0.52,0.42,0.64,0.85
re2c.csv,0.44,0.92,0.41,0.52,0.58,0.54,0.5
rebecca-aiml.csv,0.36,0.25,0.61,0.53,0.59,0.98,0.45
xfce.csv,0.41,0.12,0.52,0.62,0.98,0.41,0.72
