,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.6,0.52,0.49,0.6,0.75,0.71,0.56
glelite.csv,0.39,0.42,0.35,0.29,0.46,0.41,0.49
moving-pictures.csv,0.47,0.46,0.6,0.52,0.77,0.66,0.58
plearn.csv,0.73,0.46,0.38,0.38,0.78,0.61,0.55
re2c.csv,0.58,0.86,0.91,0.52,0.61,0.67,0.62
rebecca-aiml.csv,0.83,0.5,0.38,0.45,0.46,0.65,0.73
xfce.csv,0.5,0.42,0.48,0.35,0.47,0.57,0.53
