,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.61,0.83,1.0,0.32,0.43,0.39,0.7
glelite.csv,1.0,1.0,1.0,1.0,0.99,1.0,1.0
moving-pictures.csv,0.59,0.67,0.48,0.96,0.32,0.56,0.67
plearn.csv,0.85,0.33,0.78,0.68,0.32,0.85,0.73
re2c.csv,0.46,1.0,0.33,0.57,0.48,0.69,0.33
rebecca-aiml.csv,0.29,0.17,0.72,0.54,0.48,0.96,0.29
xfce.csv,0.64,0.5,0.56,0.79,0.97,0.59,0.57
