,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,0.99,0.94,0.5,0.8,0.86,0.76,0.67,0.72,0.71,0.5,0.48,0.31,0.8,0.87,0.57,0.68,0.88,0.75,0.89,0.77
baadengine.csv,0.47,0.37,0.49,0.37,0.41,0.43,0.54,0.35,0.36,0.37,0.45,0.31,0.41,0.36,0.4,0.33,0.35,0.52,0.39,0.45
bibedt.csv,0.96,0.52,0.65,0.66,0.5,0.67,0.54,0.83,0.51,0.93,0.76,0.9,0.61,0.5,0.75,0.94,0.93,0.83,0.48,0.47
cascading.csv,0.45,0.56,0.47,0.49,0.4,0.58,0.61,0.43,0.43,0.9,0.57,0.39,0.65,0.38,0.5,0.51,0.43,0.83,0.41,0.47
chaosrts.csv,0.85,0.86,0.47,0.51,0.62,0.56,0.54,0.66,0.56,0.38,0.64,0.48,0.8,0.68,0.59,0.45,0.41,0.65,0.47,0.42
exl.csv,0.59,0.38,0.53,0.47,0.46,0.52,0.58,0.39,0.44,0.76,0.55,0.53,0.36,0.37,0.47,0.44,0.48,0.83,0.4,0.41
gnome-jabber.csv,0.75,0.67,0.66,0.55,0.47,0.82,0.66,0.57,0.65,0.38,0.54,0.33,0.44,0.45,0.55,0.57,0.45,0.46,0.46,0.45
gogoego.csv,0.48,0.37,0.37,0.51,0.5,0.55,0.53,0.65,0.38,0.38,0.47,0.44,0.34,0.45,0.49,0.34,0.38,0.36,0.39,0.36
httpcontentparser.csv,0.59,0.43,0.54,0.68,0.48,0.88,0.75,0.44,0.38,0.86,0.62,0.36,0.52,0.44,0.48,0.48,0.53,0.5,0.58,0.42
impala.csv,0.98,0.46,0.81,0.52,0.51,0.51,0.73,0.53,0.51,0.78,0.51,0.5,0.5,0.93,0.96,0.84,0.83,0.78,0.57,0.57
jaxlib.csv,0.59,0.74,0.97,0.51,0.46,0.63,0.54,0.6,0.98,0.61,0.49,0.75,0.64,0.43,0.95,0.79,0.63,0.83,0.46,0.44
jgameai.csv,0.98,0.72,0.0,0.83,0.91,0.77,0.89,0.96,0.98,0.0,0.98,0.85,0.83,0.77,0.0,0.97,0.8,0.98,0.5,0.0
jhotdraw.csv,0.49,0.48,0.39,0.6,0.43,0.61,0.0,0.4,0.85,0.62,0.95,0.43,0.89,0.91,0.64,0.62,0.46,0.67,0.62,0.74
patterntesting.csv,0.41,0.37,0.38,0.41,0.39,0.51,0.55,0.36,0.36,0.5,0.46,0.3,0.39,0.38,0.41,0.33,0.39,0.41,0.38,0.46
pokeglobal.csv,0.4,0.35,0.36,0.68,0.42,0.49,0.55,0.55,0.4,0.45,0.47,0.44,0.35,0.39,0.58,0.44,0.46,0.83,0.38,0.41
snakeyaml.csv,0.53,0.56,0.69,0.59,0.4,0.41,0.46,0.58,0.38,0.69,0.64,0.64,0.75,0.6,0.62,0.97,0.52,0.91,0.56,0.36
unflobtactical.csv,0.43,0.37,0.39,0.51,0.54,0.52,0.71,0.53,0.47,0.64,0.49,0.52,0.5,0.34,0.98,0.57,0.53,0.51,0.46,0.44
werx.csv,0.42,0.4,0.37,0.41,0.41,0.49,0.54,0.38,0.36,0.43,0.45,0.3,0.39,0.38,0.41,0.33,0.4,0.52,0.39,0.73
zealos.csv,0.97,0.86,0.93,0.94,0.0,0.89,0.63,0.93,0.95,0.8,0.5,0.75,0.88,0.5,0.0,0.8,0.86,0.92,0.93,0.0
