,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv
crisscross.csv,0.83,0.88,0.1,0.61,1.11,0.77,0.72,0.84,1.07,0.6
cubefs.csv,0.7,0.44,0.83,0.54,1.0,0.72,0.84,0.06,0.14,0.61
iaml.csv,0.81,0.78,0.68,0.66,0.56,0.71,0.05,0.79,1.19,0.83
ivataopenportal.csv,0.7,0.6,0.7,0.61,0.73,0.06,0.66,0.83,1.07,0.58
mb-unit.csv,0.86,0.69,0.57,0.05,0.67,0.78,0.72,0.64,0.56,0.61
mvdsv.csv,0.99,1.0,1.0,1.0,0.0,1.0,0.99,1.0,1.0,1.0
nova.csv,0.71,0.08,0.5,0.74,1.05,0.76,0.7,0.68,1.12,0.62
openwbem.csv,0.09,0.72,0.83,0.73,0.7,0.73,0.81,1.0,1.08,0.58
xcmetadataservicestoolkit.csv,0.63,1.0,0.63,0.6,0.62,0.72,0.76,0.79,0.36,0.05
