,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv
crisscross.csv,0.18,0.85,0.9,0.52,0.0,0.41,0.66,0.73,0.0,0.55
cubefs.csv,0.39,0.62,0.19,0.52,1.0,0.76,0.61,0.97,1.0,0.6
iaml.csv,0.76,0.31,0.81,0.65,1.0,0.46,0.96,0.36,0.0,0.78
ivataopenportal.csv,0.52,0.54,0.57,0.62,1.0,0.94,0.58,0.34,0.0,0.52
mb-unit.csv,0.88,0.31,0.62,0.99,1.0,0.94,0.34,0.83,1.0,0.7
mvdsv.csv,0.01,0.0,0.0,0.0,1.0,0.0,0.01,0.0,0.0,0.0
nova.csv,0.73,0.92,0.76,0.46,0.0,0.43,0.43,0.42,0.0,0.68
openwbem.csv,0.91,0.85,0.52,0.61,0.67,0.57,0.41,0.97,0.0,0.65
xcmetadataservicestoolkit.csv,0.42,1.0,0.76,0.47,1.0,0.68,0.83,0.22,1.0,0.95
