,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv
crisscross.csv,0.11,0.86,0.02,0.37,0.49,0.49,0.64,0.79,0.39,0.4
cubefs.csv,0.34,0.2,0.2,0.25,1.0,0.68,0.74,0.06,0.14,0.47
iaml.csv,0.78,0.36,0.65,0.57,0.56,0.47,0.03,0.47,0.64,0.8
ivataopenportal.csv,0.51,0.39,0.55,0.48,0.73,0.01,0.51,0.5,0.39,0.33
mb-unit.csv,0.85,0.05,0.42,0.05,0.67,0.78,0.3,0.62,0.56,0.53
mvdsv.csv,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
nova.csv,0.65,0.0,0.44,0.51,0.33,0.5,0.4,0.35,0.51,0.53
openwbem.csv,0.0,0.7,0.68,0.62,0.62,0.59,0.56,1.0,0.41,0.47
xcmetadataservicestoolkit.csv,0.23,1.0,0.58,0.29,0.62,0.65,0.74,0.12,0.36,0.0
