,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.67,0.05,0.48,0.0,0.33,0.21,0.2,0.25,0.25,0.59,0.33,0.62,0.25
apolloplayer.csv,0.42,0.68,0.64,0.76,0.49,0.45,0.71,0.41,0.47,0.44,0.51,0.72,0.62
auber.csv,0.45,0.0,0.35,0.0,0.0,0.0,0.41,0.46,0.6,0.0,0.52,0.0,0.77
irrlicht.csv,0.09,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.64,0.53,0.0
k3d.csv,0.48,0.05,0.21,0.0,0.5,0.11,0.81,0.43,0.59,0.45,0.16,0.23,0.4
nug.csv,0.52,0.25,0.76,0.0,0.13,0.01,0.35,0.37,0.26,0.05,0.2,0.0,0.17
owlapi.csv,0.55,0.36,0.51,0.95,0.53,0.48,0.28,0.47,0.35,0.78,0.45,0.0,0.32
ppcboot.csv,0.05,0.3,0.13,0.0,0.0,0.39,0.36,0.64,0.6,0.09,0.17,0.0,0.0
red5.csv,0.52,0.63,0.38,0.88,0.62,0.49,0.27,0.71,0.44,0.66,0.51,0.45,0.45
redshell.csv,0.21,0.37,0.38,0.0,0.54,0.74,0.5,0.48,0.5,0.39,0.53,0.43,0.45
utgb.csv,0.46,0.59,0.14,0.0,0.73,0.36,0.44,0.34,0.34,0.1,0.41,0.81,0.35
xreal.csv,0.1,0.2,0.07,0.0,0.5,0.26,0.39,0.46,0.21,0.1,0.23,1.0,0.01
