,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.4,0.0,0.0,0.48,0.77,0.0,0.0,0.53
cities3d.csv,0.41,0.69,0.0,0.25,0.07,0.1,0.41,0.37
img-browse-sort.csv,0.63,0.66,0.65,0.71,0.24,0.78,0.0,0.66
levent.csv,0.67,0.65,0.76,0.44,0.39,0.64,0.0,0.0
pnotepad.csv,0.57,0.77,0.59,0.74,0.41,0.53,0.61,0.9
selenium.csv,0.64,0.74,0.49,0.59,0.25,0.58,0.63,0.42
somap.csv,0.51,0.05,0.0,0.33,0.52,0.59,0.86,0.65
xemeiah.csv,0.37,0.72,0.54,0.76,0.4,0.64,0.0,0.65
