,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.49,0.34,0.46,0.56,0.64,0.29,0.34,0.39
cities3d.csv,0.74,0.6,0.0,0.95,0.88,0.89,0.49,0.58
img-browse-sort.csv,0.49,0.44,0.51,0.51,0.67,0.59,0.33,0.44
levent.csv,0.49,0.4,0.44,0.49,0.5,0.58,0.31,0.0
pnotepad.csv,0.38,0.44,0.41,0.46,0.53,0.32,0.35,0.4
selenium.csv,0.44,0.43,0.37,0.42,0.44,0.53,0.31,0.4
somap.csv,0.43,0.34,0.46,0.41,0.5,0.34,0.38,0.41
xemeiah.csv,0.41,0.51,0.4,0.53,0.54,0.33,0.35,0.47
