,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,788.0,353.5,374.0,2719.5,97.5,94.5,99.0,96.5,261.5,3003.0,99.0,190.0,85.5
apolloplayer.csv,3829.5,193.0,93.5,787.0,192.0,98.5,99.0,98.5,99.0,642.5,99.0,486.0,99.0
auber.csv,1373.0,195.0,282.5,1577.0,492.0,99.0,99.0,98.5,99.0,3767.5,99.0,581.5,99.0
irrlicht.csv,5623.5,195.0,285.5,1577.0,492.0,99.0,99.0,98.5,99.0,3767.5,99.0,277.5,99.0
k3d.csv,4596.5,98.0,144.5,408.0,258.5,88.5,99.0,183.0,388.0,3587.5,252.5,187.0,99.0
nug.csv,2934.0,96.5,191.0,34.5,77.5,82.5,554.0,94.5,286.5,60.0,168.0,0.0,97.5
owlapi.csv,1260.0,191.0,93.5,589.0,194.5,97.5,573.0,98.5,99.0,503.0,98.5,3889.0,99.0
ppcboot.csv,5732.5,195.0,285.5,1577.0,492.0,99.0,99.0,98.5,94.5,3767.5,99.0,581.5,99.0
red5.csv,3589.5,195.0,285.5,1183.0,194.5,99.0,99.0,96.5,99.0,2439.0,98.5,581.5,99.0
redshell.csv,1545.0,195.0,90.5,19547.5,295.5,99.0,673.5,98.5,99.0,3864.5,99.0,282.0,99.0
utgb.csv,1706.5,194.0,401.0,1476.5,193.5,99.0,99.0,78.5,290.5,1371.5,98.5,486.0,99.0
xreal.csv,2340.0,386.0,264.5,665.0,196.5,99.0,905.0,96.5,99.0,2722.5,99.0,193.0,74.5
