,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.64,0.55,0.53,0.69,0.88
open-data-kit.csv,0.71,0.5,1.0,0.68,0.51
qtractor.csv,0.94,0.3,0.45,0.48,0.4
quarkplayer.csv,0.16,0.85,0.13,0.17,0.23
turbotrader-bos.csv,0.47,0.11,0.2,0.97,0.29
