,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.64,0.55,0.51,0.75,0.85
open-data-kit.csv,0.71,0.55,1.0,0.81,0.5
qtractor.csv,0.93,0.27,0.41,0.44,0.35
quarkplayer.csv,0.14,0.82,0.11,0.14,0.2
turbotrader-bos.csv,0.43,0.09,0.17,0.96,0.25
