,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.52,0.63,0.59,0.56,0.15
open-data-kit.csv,0.41,0.77,0.0,0.61,0.68
qtractor.csv,0.07,0.82,0.63,0.61,0.66
quarkplayer.csv,0.99,0.18,0.95,0.91,0.9
turbotrader-bos.csv,0.61,0.94,0.83,0.04,0.76
