,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,0.56,0.58,0.56,0.2,0.17,0.0,0.35,0.33,0.41,0.0,0.33,0.39
emono.csv,0.34,0.41,0.47,0.23,0.49,0.48,0.4,0.35,0.28,0.0,0.5,0.67
freedom-erp.csv,0.45,0.42,0.58,0.05,0.0,0.32,0.13,0.74,0.0,0.0,0.01,0.57
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.12,0.05,0.0,0.0,0.98,0.0,0.0
jmoney.csv,0.85,0.45,0.6,0.57,0.47,0.58,0.25,0.3,0.63,0.0,0.62,0.49
jmonkeyengine.csv,0.29,0.33,0.34,0.55,0.62,0.45,0.27,0.0,0.51,0.38,0.64,0.09
jsidplay2.csv,0.63,0.07,0.8,0.16,0.42,0.63,0.66,0.27,0.14,0.0,0.15,0.21
matrex.csv,0.84,0.54,0.46,0.0,0.13,0.63,0.82,0.49,0.15,0.0,0.37,0.32
mediate.csv,0.53,0.29,0.37,0.39,0.48,0.68,0.48,0.54,0.63,0.7,0.0,0.25
mesa3d.csv,0.23,0.28,0.25,0.6,0.2,0.42,0.21,0.39,0.6,0.0,0.51,0.52
pustefix.csv,0.37,0.14,0.2,0.6,0.69,0.1,0.1,0.18,0.28,0.52,0.56,0.56
reaper3d.csv,0.52,0.14,0.54,0.6,0.32,0.06,0.17,0.4,0.73,0.0,0.0,0.21
