,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.92,0.42,0.96,0.28,0.3,0.55,0.52,0.87,0.89,0.12,0.4,0.5,0.58,0.36,0.53,0.85,0.26,0.61
betoffice.csv,0.42,0.89,0.45,0.89,1.0,0.83,0.96,0.53,0.5,0.88,0.83,0.88,0.85,0.95,0.89,0.62,0.84,0.67
bionote.csv,0.42,0.11,0.11,0.11,0.0,0.06,0.09,0.56,0.09,0.0,0.06,0.5,0.15,0.38,0.24,0.43,0.28,0.39
bnetd.csv,0.83,1.0,0.88,0.3,0.6,0.25,0.48,1.0,0.55,0.38,0.14,1.0,0.75,0.31,0.71,0.95,0.9,0.83
elvishrayrenderer.csv,0.42,0.68,0.0,0.54,0.2,0.19,0.13,0.02,0.12,0.62,0.03,0.75,0.31,0.46,0.62,0.34,0.22,0.22
emisview.csv,0.33,0.0,0.1,0.15,0.1,0.25,0.04,0.16,0.2,0.0,0.2,0.62,0.27,0.44,0.22,0.04,0.14,0.0
findbugs.csv,1.0,0.42,0.97,0.39,0.7,0.77,0.26,0.71,0.26,0.0,0.89,0.5,0.67,0.46,0.38,0.26,0.86,0.67
hazelcast.csv,0.83,0.42,0.23,0.63,0.0,0.87,0.7,0.56,0.83,0.38,0.37,0.62,0.73,0.67,0.78,0.59,0.57,0.44
jitterbit.csv,1.0,0.68,0.22,0.5,0.6,0.53,0.22,0.18,0.22,0.0,0.91,0.25,0.81,0.59,0.53,0.51,0.48,0.33
jppf-project.csv,0.75,0.74,0.82,0.5,0.9,0.68,0.78,0.84,0.82,0.75,0.8,0.12,0.48,0.44,0.6,0.55,0.49,0.78
kolmafia.csv,1.0,0.68,0.99,0.52,0.3,0.98,0.87,1.0,0.76,0.5,0.49,0.75,0.9,0.33,0.98,0.96,0.75,0.67
megasquirtavr.csv,1.0,1.0,0.18,0.8,1.0,1.0,0.87,0.87,0.57,0.5,1.0,0.88,0.9,0.79,0.82,0.91,0.8,0.78
qedo.csv,0.08,0.89,0.4,0.33,0.1,0.09,0.43,0.29,0.36,0.62,0.34,0.25,0.35,0.36,0.22,0.24,0.29,0.28
stajistics.csv,0.67,0.95,0.01,0.87,0.2,0.74,0.22,0.38,0.52,0.75,0.57,0.88,0.6,1.0,0.76,0.2,0.2,0.83
trackit.csv,0.5,0.26,0.27,0.17,0.0,0.13,0.52,0.29,0.29,0.25,0.51,0.12,0.02,0.1,0.07,0.67,0.25,0.56
wxlua.csv,0.33,0.89,0.26,0.83,0.7,0.38,0.48,0.07,0.41,0.38,0.97,1.0,0.88,0.69,0.2,0.85,0.29,0.72
x4x.csv,0.42,0.79,0.86,0.65,1.0,0.21,0.83,0.69,0.79,1.0,0.91,0.75,0.52,0.82,0.58,0.87,0.67,0.89
xharbour.csv,0.92,0.11,0.63,0.5,0.2,0.64,0.52,0.64,0.54,0.5,0.71,0.62,0.46,0.41,0.71,0.73,0.62,0.44
