,vapor.csv,zscreen.csv,autoopencas.csv,mbse.csv,avisynth2.csv,lportal.csv,les-indemodables.csv,simplewebservices.csv,mplayer-ce.csv
autoopencas.csv,0.8,0.96,0.02,1.0,1.0,0.76,1.0,0.96,1.0
avisynth2.csv,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
les-indemodables.csv,0.51,0.75,0.76,0.61,0.68,0.55,0.02,0.65,0.69
lportal.csv,0.76,0.87,0.54,0.89,0.69,0.09,0.8,0.8,0.87
mbse.csv,0.72,0.57,0.49,0.03,0.36,0.7,0.9,0.75,0.65
mplayer-ce.csv,0.93,0.99,0.83,0.94,0.94,0.85,0.89,0.88,0.04
simplewebservices.csv,0.73,0.78,0.75,0.74,0.82,0.63,0.47,0.01,0.69
vapor.csv,0.04,0.94,0.85,0.97,1.0,0.85,0.75,0.87,0.97
zscreen.csv,0.48,0.02,0.89,0.51,0.69,0.47,0.6,0.65,0.76
