,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,1314.5,940.0,297.0,197.5,196.0,189.0,91.5,198.0,488.0,195.5,99.0,196.0,195.0,566.0,193.0,915.0,98.5,175.0,99.0,99.0
decidr.csv,748.0,618.5,198.0,198.0,294.5,579.5,186.0,297.0,297.0,393.5,99.0,196.0,99.0,185.0,293.5,782.0,98.5,98.5,99.0,99.0
elmo.csv,1350.0,350.0,92.5,99.0,196.0,291.0,99.0,263.5,1249.0,293.0,99.0,97.5,290.5,91.5,172.0,487.5,90.5,98.5,93.5,99.0
gpac.csv,2647.0,784.5,197.5,198.0,196.5,386.5,99.0,198.0,865.5,95.5,99.0,97.5,99.0,472.5,293.5,685.5,98.5,98.5,99.0,99.0
img-browse-sort.csv,548.0,1159.5,297.0,198.0,295.0,189.0,96.5,94.5,195.5,195.0,99.0,95.5,176.0,280.5,292.5,193.5,98.5,98.5,99.0,99.0
jajuk.csv,1978.0,1228.0,198.0,99.0,295.0,482.0,96.5,99.0,684.0,96.5,99.0,196.0,99.0,566.0,292.5,683.5,98.5,98.5,99.0,98.5
ktc.csv,370.5,920.5,99.0,99.0,97.5,189.0,61.5,98.5,195.5,96.5,99.0,95.5,99.0,236.5,94.5,292.0,98.5,98.5,95.5,94.5
nativeclient.csv,846.0,703.0,99.0,99.0,393.5,385.5,91.5,197.5,195.5,195.0,99.0,95.5,96.5,282.5,292.5,488.5,98.5,98.5,189.0,99.0
neoengine.csv,557.5,703.0,99.0,99.0,393.5,484.0,91.5,198.0,566.0,294.0,99.0,196.0,99.0,184.0,94.5,487.5,98.5,98.5,99.0,99.0
nicepress.csv,949.0,703.0,297.0,198.0,295.0,93.5,96.5,297.0,585.5,93.5,99.0,196.0,99.0,91.5,195.0,292.0,98.5,98.5,99.0,99.0
omseek.csv,89.5,189.0,99.0,99.0,128.0,282.0,61.5,94.5,250.5,348.5,99.0,261.5,87.5,179.0,94.5,193.5,98.5,527.5,257.5,91.5
rosegarden.csv,1416.0,1452.0,198.0,198.0,295.0,484.0,96.5,197.5,390.5,195.0,99.0,95.5,96.5,366.5,96.5,487.5,98.5,98.5,99.0,99.0
sigil.csv,640.5,1189.0,99.0,192.0,393.5,288.0,91.5,94.5,391.5,195.0,99.0,95.5,266.5,379.0,292.5,587.0,98.5,237.5,98.5,99.0
smarttag.csv,1301.5,1026.0,297.0,877.5,393.5,481.0,186.0,89.5,585.5,96.5,99.0,411.5,99.0,173.0,292.5,683.5,98.5,336.0,99.0,96.5
sylpheed-claws.csv,2645.5,784.5,198.0,198.0,393.5,579.5,99.0,99.0,1076.5,492.0,99.0,196.0,99.0,379.0,293.5,782.0,98.5,98.5,99.0,99.0
tango-cs.csv,918.0,792.0,198.0,99.0,393.5,579.5,99.0,190.0,99.0,195.5,99.0,97.5,99.0,566.0,293.5,683.5,98.5,98.5,98.5,99.0
vapor.csv,0.0,531.0,99.0,91.5,393.5,189.0,79.5,292.0,172.0,827.5,99.0,94.5,268.5,566.0,292.5,292.0,98.5,81.5,467.5,89.5
xemeiah.csv,647.5,623.5,297.0,198.0,196.0,184.0,91.5,99.0,488.0,192.5,99.0,196.0,99.0,379.0,386.0,94.5,98.5,98.5,99.0,198.0
zorannt.csv,1433.0,537.0,86.5,388.0,97.5,189.0,96.5,98.5,859.0,550.0,98.5,196.0,98.5,86.5,387.0,194.5,98.5,259.5,99.0,98.5
zscreen.csv,362.0,236.0,296.5,198.0,294.0,286.5,91.5,92.5,388.0,492.0,99.0,177.0,218.5,472.5,292.5,194.5,98.5,98.5,97.5,99.0
