,ktc.csv,neoengine.csv,mbse.csv,openmalaria.csv,xemeiah.csv,rtrt-on-gpu.csv,enzo.csv,salasaga.csv,nebuladevice.csv,gstreamer.csv,skia.csv
enzo.csv,0.83,0.79,0.85,0.59,0.8,0.92,0.2,0.6,0.86,0.7,0.79
gstreamer.csv,0.47,0.6,0.6,0.46,0.64,0.72,0.63,0.59,0.53,0.05,0.6
ktc.csv,0.04,0.55,0.62,0.62,0.65,0.9,0.72,0.54,0.65,0.75,0.8
mbse.csv,0.67,0.59,0.06,0.69,0.62,0.29,0.73,0.7,0.76,0.74,0.49
nebuladevice.csv,0.74,0.88,0.92,0.94,0.85,0.98,0.96,1.0,0.07,0.92,0.74
neoengine.csv,0.67,0.02,0.69,0.73,0.65,0.75,0.51,0.57,0.49,0.6,0.65
openmalaria.csv,0.54,0.51,0.59,0.03,0.63,0.68,0.4,0.47,0.67,0.49,0.57
rtrt-on-gpu.csv,0.56,0.75,0.67,0.86,0.68,0.04,0.88,0.83,0.71,0.74,0.54
salasaga.csv,0.81,0.83,0.69,0.88,0.86,0.78,0.87,0.07,0.9,0.86,0.74
skia.csv,0.66,0.64,0.58,0.89,0.72,0.55,0.85,0.76,0.64,0.83,0.0
xemeiah.csv,0.39,0.56,0.58,0.65,0.05,0.82,0.76,0.5,0.69,0.55,0.49
