,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.07,0.32,0.1,0.45,0.67,0.78,0.46,0.11,0.27,0.38,0.25,0.62,0.3,0.45,0.02,0.94
aztec.csv,0.21,0.29,0.1,0.45,0.17,0.16,0.31,0.28,0.19,0.83,0.36,0.77,0.1,0.32,0.22,0.71
bl-toolkit.csv,1.0,0.71,0.19,0.64,0.56,0.74,0.67,0.28,0.68,0.92,0.95,0.69,0.32,0.81,0.59,1.0
co-ode-owl-plugins.csv,0.0,0.37,0.24,0.55,0.67,0.74,0.49,0.22,0.43,0.33,0.34,0.69,0.42,0.55,0.14,0.94
gbif-indexingtoolkit.csv,0.67,0.1,0.19,0.55,0.67,0.62,0.59,0.39,0.57,0.5,0.81,0.92,0.3,0.43,0.25,0.89
gnukeda.csv,0.21,0.68,0.81,0.82,0.33,0.26,0.79,0.94,0.19,0.46,0.22,0.54,0.6,0.57,0.8,0.0
motu.csv,0.29,0.61,0.57,0.82,0.94,0.38,0.56,0.89,0.86,0.33,0.85,0.69,0.62,0.91,0.86,0.14
oscarmcmaster.csv,0.19,0.32,0.19,0.36,0.33,0.88,0.51,0.78,0.59,0.0,0.69,0.85,0.6,0.55,0.31,0.71
pamguard.csv,0.79,0.54,0.38,0.27,0.44,0.3,0.23,0.33,0.43,0.62,0.71,0.85,0.3,0.62,0.39,0.97
prelude.csv,0.9,0.63,1.0,0.91,0.78,0.9,0.9,0.67,0.97,0.88,0.92,0.92,0.85,0.96,0.96,0.77
qdvdauthor.csv,0.81,0.51,0.19,0.36,0.39,0.84,0.56,0.67,0.65,0.21,0.17,0.23,0.78,0.45,0.46,0.86
qlc.csv,0.4,0.32,0.43,0.45,0.22,0.8,0.46,0.72,0.73,0.08,0.36,0.46,0.75,0.4,0.14,0.0
scite-ru.csv,0.14,0.78,0.48,0.82,0.89,1.0,1.0,0.89,0.86,0.42,0.98,0.85,0.78,0.87,0.81,0.97
tencompetence.csv,0.6,0.15,0.05,0.18,0.11,0.12,0.26,0.5,0.46,0.0,0.42,0.23,0.22,0.15,0.83,0.06
trackit.csv,0.43,0.66,0.38,0.36,0.72,0.36,0.56,0.11,0.35,0.71,0.17,0.46,0.42,0.43,0.28,0.6
yaprm.csv,0.12,0.39,0.67,0.36,0.22,0.1,0.46,0.61,0.68,0.46,0.69,0.08,0.55,0.45,0.48,0.0
