,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.95,0.72,0.91,0.74,0.33,0.59,0.71,0.9,0.78,0.64,0.78,0.79,0.82,0.64,1.02,0.2
aztec.csv,0.96,0.71,0.91,0.65,0.93,0.84,0.72,0.74,0.82,0.27,0.68,0.61,0.91,0.74,0.82,0.49
bl-toolkit.csv,1.0,0.68,0.94,0.47,0.96,0.35,0.91,1.05,0.76,0.96,1.0,0.66,0.92,0.83,0.71,1.0
co-ode-owl-plugins.csv,1.0,0.67,0.77,0.8,0.34,0.56,0.69,0.81,0.77,0.68,0.79,0.7,0.68,0.58,0.95,0.16
gbif-indexingtoolkit.csv,0.97,0.91,0.85,0.5,0.83,0.5,0.8,0.93,0.72,0.69,0.87,0.7,0.82,0.7,0.77,0.91
gnukeda.csv,0.81,0.73,0.79,0.88,0.94,0.82,0.32,0.95,0.84,0.85,0.84,0.75,0.79,0.66,0.9,1.0
motu.csv,0.71,0.8,0.66,0.86,0.87,0.72,0.56,0.77,0.88,0.94,0.89,0.42,0.6,0.86,0.72,0.92
oscarmcmaster.csv,0.85,0.75,0.81,0.83,0.78,0.69,0.55,0.62,0.73,1.0,0.79,0.48,0.51,0.56,0.77,0.36
pamguard.csv,0.67,0.61,0.73,0.77,0.75,0.75,0.82,0.75,0.71,0.68,0.46,0.71,0.75,0.68,0.67,0.99
prelude.csv,0.21,0.71,0.81,0.92,0.97,0.96,0.85,0.84,1.0,0.96,0.97,0.92,0.8,0.89,0.91,0.77
qdvdauthor.csv,1.02,0.71,0.82,0.77,0.62,0.92,0.87,0.6,0.65,0.85,0.83,0.94,0.35,0.63,0.67,0.63
qlc.csv,0.6,0.7,0.67,0.71,0.83,0.5,0.62,0.49,0.66,0.92,0.67,0.57,0.45,0.67,0.92,1.0
scite-ru.csv,0.86,0.61,0.54,1.0,0.82,1.0,1.0,0.7,0.8,0.75,0.91,0.8,0.72,0.78,0.62,0.93
tencompetence.csv,0.44,0.86,0.95,0.83,0.9,0.92,0.77,0.75,0.67,1.04,0.72,0.77,0.8,0.9,0.34,1.16
trackit.csv,0.86,0.52,0.8,0.79,0.3,0.84,0.81,0.9,0.85,0.5,0.85,0.81,0.85,0.69,0.81,0.45
yaprm.csv,0.88,0.72,0.67,0.86,1.02,1.01,0.62,0.55,0.47,0.92,0.76,0.92,0.58,0.8,0.63,1.01
