,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.8,0.61,0.86,0.57,0.93,0.55,0.82,0.93,0.8,0.98,0.95,0.47,0.75,0.76,0.97,0.71
aztec.csv,0.93,0.71,0.83,0.52,0.5,0.9,0.67,0.95,0.91,0.8,0.61,0.39,0.86,0.59,0.65,0.72
bl-toolkit.csv,0.49,0.49,0.69,0.5,0.38,0.45,0.57,0.54,0.45,0.44,0.33,0.39,0.88,0.36,0.44,0.56
co-ode-owl-plugins.csv,0.0,0.6,0.89,0.46,0.95,0.56,0.79,0.86,0.5,0.98,0.74,0.42,0.58,0.67,0.98,0.71
gbif-indexingtoolkit.csv,0.68,0.86,0.94,0.81,0.5,0.61,0.67,0.61,0.53,0.79,0.38,0.39,0.9,0.59,0.81,0.62
gnukeda.csv,0.91,0.56,0.44,0.4,0.55,0.81,0.54,0.41,0.94,0.57,0.87,0.59,0.41,0.59,0.54,0.5
motu.csv,0.58,0.51,0.42,0.37,0.43,0.59,0.39,0.38,0.34,0.47,0.34,0.55,0.32,0.4,0.54,0.74
oscarmcmaster.csv,0.91,0.55,0.83,0.39,0.45,0.42,0.54,0.47,0.4,0.67,0.37,0.38,0.37,0.5,0.56,0.54
pamguard.csv,0.42,0.55,0.46,0.73,0.53,0.67,0.67,0.71,0.56,0.49,0.44,0.47,0.65,0.46,0.59,0.57
prelude.csv,0.45,0.5,0.33,0.32,0.39,0.42,0.42,0.41,0.32,0.43,0.31,0.39,0.35,0.36,0.47,0.55
qdvdauthor.csv,0.56,0.61,0.92,0.58,0.93,0.48,0.63,0.68,0.47,0.99,0.9,0.68,0.47,0.72,0.75,0.78
qlc.csv,0.41,0.56,0.41,0.39,0.57,0.4,0.43,0.39,0.34,0.94,0.56,0.53,0.35,0.49,0.65,0.0
scite-ru.csv,0.83,0.56,0.82,0.36,0.45,0.42,0.44,0.48,0.37,0.55,0.34,0.43,0.36,0.44,0.56,0.56
tencompetence.csv,0.63,0.88,0.67,0.9,0.93,0.92,0.81,0.7,0.69,0.99,0.56,0.83,0.92,0.93,0.66,0.74
trackit.csv,0.92,0.53,0.74,0.63,0.92,0.73,0.68,0.94,0.65,0.78,0.94,0.5,0.76,0.71,0.96,0.93
yaprm.csv,0.8,0.76,0.36,0.58,0.54,0.73,0.43,0.39,0.45,0.45,0.34,0.0,0.41,0.56,0.83,0.92
