,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.6,0.72,0.29,0.17,0.8,0.76,0.55,0.13,0.5,0.17,0.68,0.2,0.6,0.26,0.12,0.63
aztec.csv,0.6,0.86,0.33,0.22,0.07,0.8,0.67,0.24,0.64,0.24,0.75,0.28,0.57,0.22,0.6,0.39
bl-toolkit.csv,0.79,0.67,0.14,0.32,0.11,0.88,0.49,0.05,0.49,0.07,0.63,0.25,0.52,0.21,0.65,0.27
co-ode-owl-plugins.csv,0.0,0.75,0.56,0.15,0.6,0.77,0.56,0.14,0.44,0.16,0.59,0.24,0.71,0.29,0.39,0.69
gbif-indexingtoolkit.csv,0.74,0.57,0.24,0.38,0.15,0.82,0.51,0.08,0.49,0.08,0.63,0.27,0.6,0.22,0.71,0.26
gnukeda.csv,0.82,0.65,0.3,0.17,0.09,0.62,0.79,0.13,0.44,0.05,0.57,0.21,0.65,0.23,0.62,0.0
motu.csv,1.0,0.61,0.32,0.18,0.18,0.7,0.67,0.15,0.49,0.04,0.63,0.41,0.74,0.22,0.69,0.13
oscarmcmaster.csv,0.73,0.65,0.67,0.13,0.14,0.75,0.71,0.18,0.49,0.0,0.63,0.34,0.8,0.3,0.61,0.54
pamguard.csv,0.82,0.71,0.29,0.2,0.15,0.71,0.5,0.13,0.5,0.08,0.78,0.26,0.71,0.22,0.71,0.26
prelude.csv,0.95,0.65,0.33,0.18,0.14,0.68,0.56,0.12,0.49,0.07,0.63,0.22,0.69,0.22,0.65,0.28
qdvdauthor.csv,0.76,0.64,0.33,0.15,0.47,0.68,0.48,0.17,0.53,0.05,1.0,0.11,0.86,0.28,0.68,0.33
qlc.csv,1.0,0.81,0.33,0.18,0.13,0.8,0.64,0.22,0.54,0.12,0.78,0.4,0.81,0.25,0.44,0.0
scite-ru.csv,1.0,0.71,0.59,0.16,0.18,0.69,0.55,0.17,0.52,0.07,0.66,0.23,0.7,0.23,0.71,0.27
tencompetence.csv,0.93,0.75,0.33,0.2,0.14,0.5,0.62,0.12,0.53,0.0,0.64,0.5,0.69,0.12,0.84,0.03
trackit.csv,0.72,0.75,0.24,0.15,0.54,0.6,0.5,0.12,0.38,0.12,0.62,0.18,0.59,0.23,0.58,0.52
yaprm.csv,1.0,0.64,0.32,0.12,0.06,0.33,0.64,0.2,0.66,0.05,0.64,1.0,0.76,0.17,0.71,0.0
