,f1,g,recall,precision,pf,wins
array4j.csv,0.33,0.42,0.49,0.35,0.53,2
emono.csv,0.36,0.52,0.78,0.23,0.75,3
freedom-erp.csv,0.07,0.05,0.04,0.14,0.08,0
haggle.csv,0.39,0.42,0.38,0.33,0.26,8
jbpm.csv,0.06,0.04,0.03,0.17,0.03,1
jgossipforum.csv,0.4,0.35,0.31,0.38,0.2,7
joustsim.csv,0.36,0.51,0.6,0.34,0.5,11
log4net.csv,0.27,0.41,0.36,0.33,0.18,5
madman.csv,0.28,0.41,0.36,0.4,0.3,4
mediate.csv,0.37,0.51,0.55,0.3,0.44,9
pustefix.csv,0.31,0.47,0.45,0.43,0.34,12
synecdoche.csv,0.38,0.55,0.62,0.28,0.53,10
tmva.csv,0.4,0.52,0.67,0.27,0.63,6
