,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,twostep.csv,geotools.csv,primefaces.csv,l2j.csv,nunit.csv
calcubetimer.csv,0.73,0.33,0.26,0.08,1.0,0.5,0.34,0.52,0.7,0.27
chaperon.csv,0.62,0.34,0.39,0.44,0.86,0.53,0.3,0.71,0.85,0.28
geotools.csv,0.64,0.35,0.38,0.09,0.93,0.57,0.45,0.62,0.79,0.21
l2j.csv,0.68,0.29,0.52,0.11,0.93,0.67,0.26,0.58,0.85,0.26
mule.csv,0.73,0.4,0.33,0.1,1.0,0.57,0.32,0.67,0.89,0.29
nunit.csv,0.79,0.65,0.27,0.12,0.9,0.55,0.34,0.63,0.78,0.41
primefaces.csv,0.6,0.38,0.38,0.11,0.94,0.39,0.34,0.86,0.75,0.21
springside.csv,0.66,0.61,0.26,0.08,0.97,0.65,0.35,0.6,0.89,0.44
swtfox.csv,0.53,0.35,0.62,0.2,0.88,0.73,0.24,0.52,0.7,0.2
twostep.csv,0.63,0.42,0.4,0.07,0.97,0.78,0.32,0.71,0.78,0.26
