,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.55,0.83,0.51,0.68,0.31,0.7,0.86,0.13,0.83,0.4,0.11,0.89,0.67,0.05,0.98,0.62,0.16
amygdala.csv,0.75,0.94,0.54,0.71,0.32,1.0,0.12,0.55,0.39,0.69,0.14,0.9,0.65,0.21,0.89,0.79,0.1
chrysalis.csv,0.88,0.96,0.61,0.4,0.26,0.33,0.38,0.55,0.53,0.6,0.2,0.92,0.57,0.46,0.98,0.68,0.09
cme.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.56,0.0,1.0,0.6,0.83
hydrate.csv,0.77,0.95,0.52,0.57,0.36,0.37,0.52,0.11,0.52,0.74,0.16,0.94,0.7,0.29,1.0,0.74,0.12
ivef-sdk.csv,0.68,0.94,0.51,0.83,0.3,1.0,0.24,1.0,0.48,0.29,0.0,0.86,0.5,0.11,0.98,0.0,0.13
jmri.csv,0.87,0.95,0.64,0.42,0.17,1.0,0.43,0.47,0.61,0.54,0.25,0.93,0.83,0.33,0.98,0.8,0.09
jython.csv,0.68,0.86,0.6,0.62,0.29,0.74,0.49,0.48,0.5,0.51,0.12,0.89,0.6,0.21,0.98,0.59,0.09
kdenlive.csv,0.8,0.89,0.5,0.53,0.43,0.59,0.46,0.12,0.49,0.45,0.14,0.95,0.68,0.3,1.0,0.67,0.12
opentibia.csv,0.7,0.94,0.61,0.6,0.34,0.75,0.4,0.11,0.0,0.65,0.13,1.0,0.59,0.17,0.97,0.66,0.0
projectfactory.csv,0.75,0.97,0.52,0.5,0.42,0.75,0.55,0.13,0.56,0.64,0.16,0.92,0.62,0.05,0.95,0.72,0.12
runuomondains.csv,0.78,0.95,0.49,0.5,0.33,0.57,0.49,0.42,0.47,0.56,0.4,0.9,0.43,0.16,0.98,0.62,0.06
somap.csv,0.64,0.87,0.46,0.62,0.38,0.57,0.49,0.12,0.45,0.53,0.11,1.0,0.64,0.18,1.0,0.63,0.11
taverna.csv,0.9,0.9,0.54,0.42,0.68,0.54,0.5,0.05,0.5,0.61,0.5,1.0,0.59,0.15,1.0,1.0,0.0
tigermud.csv,0.61,0.85,0.45,0.64,0.41,0.96,0.2,0.46,0.38,0.62,0.12,0.9,0.72,0.21,0.98,0.66,0.0
x-ray-mule.csv,0.49,0.91,0.42,0.78,0.38,0.0,0.23,1.0,0.47,0.64,0.0,0.93,0.67,0.07,0.95,0.67,0.09
