,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.24,0.09,0.32,0.59,0.09,0.1,0.0,0.05,0.08,0.0
flylegacy.csv,0.84,0.67,0.57,0.56,0.47,0.83,0.79,0.44,0.4,0.08
jguard.csv,0.68,0.27,0.86,0.79,0.78,0.67,0.64,0.79,0.96,0.44
m-a-d-n-e-s-s.csv,0.2,0.03,0.29,0.24,0.05,0.0,0.0,0.08,0.76,0.04
mob-sen-plat.csv,0.92,0.82,0.94,0.64,0.81,0.9,0.64,0.85,0.92,0.56
raygina.csv,0.72,0.0,0.65,0.59,0.17,0.3,0.29,0.26,0.16,0.4
st-filteredstatistics.csv,1.0,0.42,0.89,0.87,0.7,0.57,1.0,0.77,1.0,1.0
upp-mirror.csv,0.44,0.12,0.79,0.6,0.62,0.43,0.43,0.28,0.64,0.4
wishmaster.csv,0.2,0.12,0.44,0.36,0.55,0.4,0.57,0.1,0.52,0.4
yarp.csv,0.12,0.06,0.25,0.03,0.05,0.4,0.07,0.15,0.44,0.64
