,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.16,0.05,0.27,0.24,0.15,0.09,0.1,0.15,0.02,0.0
flylegacy.csv,0.67,0.7,0.36,0.48,0.56,0.89,0.74,0.38,0.58,0.13
jguard.csv,0.63,0.05,0.64,0.61,0.51,0.32,0.59,0.38,0.78,0.29
m-a-d-n-e-s-s.csv,0.07,0.0,0.14,0.09,0.02,0.05,0.0,0.0,0.2,0.05
mob-sen-plat.csv,0.81,0.15,0.86,0.67,0.73,0.82,0.49,0.46,0.68,0.45
raygina.csv,0.26,0.1,0.68,0.59,0.2,0.32,0.21,0.08,0.15,0.32
st-filteredstatistics.csv,0.98,0.25,1.0,0.85,0.61,0.46,1.0,0.08,0.92,1.0
upp-mirror.csv,0.51,0.1,0.82,0.39,0.32,0.34,0.39,0.38,0.33,0.29
wishmaster.csv,0.19,0.2,0.45,0.27,0.41,0.71,0.21,0.31,0.22,0.32
yarp.csv,0.05,0.05,0.18,0.13,0.05,0.64,0.13,0.08,0.22,0.37
