,recall,precision,pf,pci_20,ifa,wins
bloodycore.csv,0.09,0.48,0.125,0.775,1.0,7
flylegacy.csv,0.565,0.375,0.5700000000000001,0.515,3.0,0
jguard.csv,0.73,0.515,0.55,0.385,1.0,6
m-a-d-n-e-s-s.csv,0.065,0.615,0.05,0.67,1.5,8
mob-sen-plat.csv,0.835,0.42500000000000004,0.675,0.355,0.5,4
raygina.csv,0.295,0.39,0.235,0.525,2.5,2
st-filteredstatistics.csv,0.88,0.4,0.885,0.375,2.0,1
upp-mirror.csv,0.435,0.45999999999999996,0.36,0.535,2.0,3
wishmaster.csv,0.4,0.475,0.29000000000000004,0.615,2.0,5
yarp.csv,0.135,0.565,0.13,0.8,1.0,9
