,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.78,0.91,0.74,0.48,0.92,0.9,1.0,0.96,0.92,1.0
flylegacy.csv,0.69,0.78,0.56,0.66,0.77,0.91,0.77,0.68,0.84,0.93
jguard.csv,0.7,0.73,0.65,0.65,0.56,0.46,0.69,0.44,0.78,0.63
m-a-d-n-e-s-s.csv,0.8,0.97,0.73,0.76,0.95,1.0,1.0,0.92,0.31,0.96
mob-sen-plat.csv,0.82,0.24,0.87,0.76,0.76,0.83,0.61,0.49,0.69,0.63
raygina.csv,0.38,1.0,0.77,0.72,0.85,0.77,0.75,0.75,0.85,0.68
st-filteredstatistics.csv,0.98,0.63,1.01,0.86,0.68,0.64,1.0,0.24,0.92,1.0
upp-mirror.csv,0.76,0.88,0.84,0.56,0.49,0.66,0.69,0.81,0.49,0.67
wishmaster.csv,0.82,0.9,0.72,0.7,0.61,0.93,0.48,0.95,0.53,0.68
yarp.csv,0.88,0.94,0.77,0.98,0.95,0.88,0.94,0.85,0.6,0.52
