,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.04,1.0,0.12,0.07,0.03,0.09,0.88,0.35,0.42,0.67,0.28,0.08,0.88,0.64
continuum-ide.csv,0.0,0.59,0.11,0.0,0.5,0.11,0.54,0.52,0.64,0.0,0.21,0.1,0.86,0.47
free-evolution.csv,0.05,1.0,0.07,0.1,0.0,0.16,0.69,0.28,0.87,0.43,0.33,0.09,0.89,0.6
gtad.csv,0.12,1.0,0.16,0.1,0.05,0.25,1.0,0.32,1.0,0.5,0.36,0.0,0.94,0.67
jaxen.csv,0.03,0.8,0.08,0.24,0.02,0.38,0.62,0.27,0.66,0.28,0.25,0.09,0.88,0.59
jruby.csv,0.12,1.0,0.06,0.03,0.0,0.14,0.64,0.2,0.0,0.33,0.46,0.05,0.93,0.6
jsr308-langtools.csv,0.04,0.87,0.07,0.12,0.02,0.06,0.93,0.33,0.34,0.3,0.27,0.08,0.87,0.76
kaffeine.csv,0.03,0.98,0.1,0.02,0.03,0.08,0.6,0.35,0.4,0.41,0.27,0.07,0.82,0.64
oorexx.csv,0.0,1.0,0.1,0.19,0.02,0.0,0.9,0.12,0.38,0.52,0.27,0.08,0.81,0.79
qedo.csv,0.0,0.69,0.04,0.0,0.0,0.0,0.36,0.4,0.42,0.2,0.21,0.26,0.71,0.58
sarasvati.csv,0.04,1.0,0.18,0.0,0.06,0.06,0.79,0.32,0.28,0.38,0.39,0.04,0.84,0.6
taokgame.csv,0.08,1.0,0.03,0.59,0.0,0.07,0.54,0.33,0.61,0.25,0.55,0.0,0.89,0.82
zabbix.csv,0.04,1.0,0.08,0.08,0.0,0.07,0.75,0.4,0.7,0.13,0.27,0.01,0.88,0.71
