,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,385.0,98.5,98.5,3320.0,2039.0,722.0,92.5,292.0,98.5,96.5,931.0,97.5,99.0,287.5
continuum-ide.csv,1095.0,179.0,383.0,481.0,102.0,169.0,193.0,193.0,98.5,54.5,459.0,98.5,95.5,288.0
free-evolution.csv,388.5,81.5,98.5,2775.5,1352.0,182.0,291.5,292.0,98.5,97.5,647.5,99.0,99.0,383.0
gtad.csv,93.5,46.5,98.5,583.5,1183.5,178.0,92.5,95.5,98.5,272.5,484.0,1541.0,99.0,262.5
jaxen.csv,678.0,98.5,98.5,1162.0,2718.5,459.5,190.0,292.0,99.0,293.0,463.0,98.5,99.0,557.0
jruby.csv,498.5,87.5,98.5,1631.0,2357.0,171.0,291.5,367.0,0.0,196.5,77.5,98.5,98.5,482.0
jsr308-langtools.csv,580.5,98.5,197.5,2864.0,2892.0,1454.0,95.5,193.0,97.5,196.5,1220.5,99.0,99.0,177.0
kaffeine.csv,481.5,98.5,197.5,2005.5,1820.5,808.5,291.5,193.0,99.0,181.0,1226.5,99.0,99.0,287.5
oorexx.csv,0.0,98.5,197.5,901.5,1988.0,40.5,92.5,278.0,96.5,86.5,1040.5,99.0,95.5,280.5
qedo.csv,512.5,98.5,177.0,976.0,311.0,546.0,291.5,292.0,97.5,849.5,944.5,98.5,87.5,283.0
sarasvati.csv,860.5,84.5,483.0,1484.0,1009.0,1446.0,191.0,91.5,97.5,97.5,406.5,99.0,99.0,86.5
taokgame.csv,287.5,46.5,365.0,106.0,1312.5,261.5,88.5,153.0,99.0,97.5,72.5,3431.0,97.5,172.0
zabbix.csv,582.5,98.5,197.5,1643.5,944.0,814.5,92.5,88.5,98.5,196.5,844.0,99.0,99.0,280.5
