,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.86,0.53,0.83,1.0,0.78,0.75,0.5,0.44,0.29
arsenal-1.csv,0.79,0.36,1.0,0.67,1.0,1.0,0.2,0.19,0.0
barracudamvc.csv,1.0,0.42,0.47,0.29,0.28,0.89,0.35,0.21,0.2
irplus.csv,0.75,0.55,0.5,0.5,0.31,0.83,1.0,0.53,0.26
lite.csv,0.9,0.56,0.5,0.75,0.2,0.71,0.5,1.0,0.36
mevenide.csv,0.8,0.38,0.43,0.45,0.3,0.81,0.37,0.22,1.0
mumble.csv,0.86,0.5,0.54,0.56,0.96,0.75,0.56,0.44,0.4
ontopia.csv,0.82,0.41,0.45,0.46,0.28,1.0,0.35,0.27,0.19
openintents.csv,0.85,1.0,0.33,0.47,0.3,0.84,0.41,0.24,0.2
