,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.2,0.24,0.03,0.0,0.03,0.36,0.09,0.24,0.17
arsenal-1.csv,0.45,0.27,0.0,0.06,0.0,0.0,0.09,0.32,0.03
barracudamvc.csv,0.0,0.94,1.0,0.77,1.0,0.57,1.0,0.8,0.82
irplus.csv,0.4,0.3,0.23,0.23,0.17,0.36,0.0,0.22,0.23
lite.csv,0.1,0.12,0.03,0.03,0.06,0.36,0.05,0.0,0.08
mevenide.csv,0.7,0.64,0.13,0.39,0.54,0.64,0.39,0.44,0.0
mumble.csv,0.4,0.33,0.35,0.23,0.02,0.36,0.27,0.24,0.14
ontopia.csv,0.8,0.88,0.84,0.81,0.91,0.0,0.7,0.88,0.75
openintents.csv,0.2,0.0,0.26,0.55,0.32,0.29,0.39,0.39,0.42
