,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.37,0.45,0.3,0.98,0.41,0.31,0.24,0.48,0.24
arsenal-1.csv,0.46,0.27,0.96,0.29,0.08,0.15,0.07,0.19,0.0
barracudamvc.csv,0.99,0.58,0.64,0.36,0.43,0.86,0.52,0.32,0.3
irplus.csv,0.35,0.53,0.34,0.39,0.24,0.47,0.98,0.59,0.25
lite.csv,0.29,0.31,0.07,0.23,0.07,0.26,0.14,1.0,0.2
mevenide.csv,0.64,0.46,0.18,0.45,0.4,0.63,0.38,0.26,0.93
mumble.csv,0.6,0.49,0.51,0.47,0.98,0.31,0.58,0.48,0.33
ontopia.csv,0.77,0.56,0.57,0.62,0.43,1.0,0.47,0.41,0.27
openintents.csv,0.34,0.95,0.21,0.56,0.33,0.42,0.44,0.28,0.24
