,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.24,0.39,0.19,0.95,0.28,0.2,0.16,0.53,0.21
arsenal-1.csv,0.32,0.22,0.93,0.18,0.04,0.08,0.04,0.2,0.0
barracudamvc.csv,0.98,0.96,1.0,0.45,1.0,0.84,0.96,0.6,0.62
irplus.csv,0.23,0.52,0.26,0.32,0.2,0.33,0.96,0.67,0.24
lite.csv,0.17,0.22,0.04,0.14,0.04,0.16,0.08,1.0,0.14
mevenide.csv,0.53,0.57,0.11,0.45,0.6,0.51,0.4,0.33,0.86
mumble.csv,0.47,0.48,0.48,0.41,1.0,0.2,0.6,0.53,0.28
ontopia.csv,0.71,0.87,0.78,0.95,0.92,1.0,0.68,0.87,0.52
openintents.csv,0.21,0.91,0.15,0.68,0.36,0.28,0.48,0.33,0.31
