,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.28,0.43,0.23,0.96,0.33,0.23,0.19,0.56,0.25
arsenal-1.csv,0.35,0.26,0.94,0.21,0.05,0.1,0.05,0.23,0.0
barracudamvc.csv,0.98,0.24,0.0,0.38,0.0,0.71,0.0,0.43,0.42
irplus.csv,0.26,0.55,0.3,0.36,0.24,0.37,0.97,0.69,0.28
lite.csv,0.2,0.26,0.05,0.17,0.05,0.19,0.1,1.0,0.17
mevenide.csv,0.46,0.51,0.13,0.47,0.57,0.47,0.43,0.36,0.88
mumble.csv,0.49,0.51,0.51,0.45,1.0,0.23,0.62,0.56,0.32
ontopia.csv,0.47,0.39,0.44,0.53,0.32,1.0,0.54,0.39,0.43
openintents.csv,0.25,0.93,0.18,0.62,0.4,0.32,0.5,0.36,0.34
