,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.0,13.0,4.0,0.0,1.0,32.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
bibedt.csv,0.0,4.0,2.0,1.0,1.0,18.0,0.0,0.0,0.0,3.0,91.0,0.0,0.0,0.0
brlcad.csv,0.0,25.0,3.0,3.0,10.0,33.0,1.0,2.0,0.0,3.0,6.0,3.0,0.0,4.0
co-ode-owl-plugins.csv,10.0,11.0,1.0,3.0,0.0,33.0,1.0,50.0,0.0,2.0,3.0,0.0,0.0,2.0
firebreath.csv,4.0,12.0,0.0,2.0,8.0,32.0,2.0,8.0,0.0,2.0,2.0,2.0,0.0,1.0
fltk.csv,5.0,4.0,3.0,0.0,14.0,56.0,2.0,1.0,0.0,1.0,4.0,5.0,0.0,8.0
glas.csv,0.0,19.0,2.0,2.0,11.0,28.0,1.0,4.0,1.0,71.0,0.0,0.0,0.0,3.0
gretl.csv,2.0,10.0,3.0,2.0,7.0,30.0,0.0,9.0,0.0,3.0,2.0,37.0,1.0,3.0
konversation.csv,0.0,0.0,1.0,1.0,109.0,2.0,0.0,50.0,0.0,71.0,91.0,2.0,0.0,1.0
micomt.csv,0.0,7.0,2.0,2.0,13.0,33.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,131.0
openxava.csv,0.0,17.0,1.0,5.0,4.0,0.0,0.0,7.0,9.0,21.0,0.0,21.0,1.0,3.0
sumatrapdf.csv,4.0,12.0,1.0,2.0,8.0,33.0,2.0,2.0,0.0,6.0,6.0,3.0,0.0,3.0
tweetsharp.csv,4.0,14.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,8.0,30.0,0.0,3.0
wxcode.csv,0.0,1.0,0.0,2.0,109.0,147.0,0.0,50.0,0.0,71.0,91.0,0.0,56.0,131.0
