,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.7,0.58,0.6,0.56,0.84,0.48,0.67,0.78,0.67,0.83,0.71,0.58,0.46,0.71
bibedt.csv,0.79,0.54,0.82,0.79,0.91,0.51,0.61,0.89,0.92,0.86,0.5,0.8,0.71,0.64
brlcad.csv,0.84,0.49,0.44,0.42,0.45,0.55,0.75,0.41,0.35,0.43,0.47,0.42,0.48,0.86
co-ode-owl-plugins.csv,1.0,0.7,0.63,0.44,0.94,0.51,0.92,0.75,0.58,0.83,0.58,0.62,0.63,0.7
firebreath.csv,0.5,0.54,0.63,0.7,0.6,0.6,0.46,0.68,0.71,0.81,0.95,0.69,0.59,0.69
fltk.csv,0.58,0.53,0.68,0.53,0.94,0.6,0.56,0.9,0.82,0.81,0.9,0.78,0.75,0.67
glas.csv,0.55,0.69,0.7,0.84,0.55,0.97,0.61,0.47,0.55,0.57,0.58,0.72,0.6,0.84
gretl.csv,0.44,0.44,0.43,0.48,0.45,0.47,0.44,0.39,0.37,0.41,0.47,0.48,0.38,0.5
konversation.csv,0.95,0.91,0.8,0.97,0.0,0.8,0.75,0.0,0.5,0.0,0.0,0.88,0.75,0.91
micomt.csv,0.98,0.63,0.79,0.84,0.79,0.92,0.92,0.67,0.5,0.9,0.67,0.75,0.9,0.0
openxava.csv,0.5,0.61,0.65,0.59,0.46,0.94,0.95,0.43,0.87,0.56,0.56,0.68,0.46,0.52
sumatrapdf.csv,0.49,0.65,0.62,0.47,0.69,0.48,0.51,0.73,0.65,0.57,0.6,0.54,0.56,0.59
tweetsharp.csv,0.73,0.46,0.48,0.51,0.78,0.93,0.93,0.54,0.55,0.64,0.52,0.52,0.45,0.92
wxcode.csv,0.99,0.89,0.0,0.95,0.0,0.0,0.92,0.75,0.5,0.0,0.0,0.86,0.0,0.75
