,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.39,0.19,0.26,0.39,0.17,0.98,0.23,0.1,0.27,0.08,0.24,0.39,0.33,0.01
bibedt.csv,0.17,0.2,0.1,0.12,0.09,0.23,0.13,0.0,0.07,0.1,0.04,0.05,0.13,0.37
brlcad.csv,0.0,0.82,0.95,0.97,0.85,0.91,0.2,0.9,0.98,0.85,1.0,0.91,0.67,0.59
co-ode-owl-plugins.csv,0.22,0.14,0.24,0.75,0.0,0.96,0.1,0.1,0.33,0.34,0.51,0.37,0.27,0.2
firebreath.csv,0.85,0.53,0.0,0.55,0.49,0.79,0.43,0.46,0.33,0.34,0.24,0.46,0.4,0.69
fltk.csv,0.56,0.47,0.23,0.01,0.16,0.63,0.2,0.12,0.09,0.14,0.11,0.2,0.13,0.18
glas.csv,0.45,0.33,0.28,0.27,0.49,0.27,0.23,0.41,0.51,0.51,0.02,0.3,0.27,0.2
gretl.csv,0.82,0.71,0.94,0.51,0.74,0.95,0.1,0.59,0.62,0.97,0.73,0.55,0.73,0.41
konversation.csv,0.01,0.0,0.02,0.12,0.0,0.02,0.03,0.02,0.0,0.0,0.0,0.08,0.0,0.01
micomt.csv,0.02,0.13,0.11,0.09,0.45,0.53,0.0,0.05,0.0,0.0,0.04,0.04,0.07,0.0
openxava.csv,0.31,0.33,0.35,0.51,0.64,0.0,0.13,0.44,0.18,0.42,0.24,0.29,0.67,0.15
sumatrapdf.csv,0.86,0.42,0.42,0.68,0.29,1.0,0.7,0.41,0.0,0.32,0.58,0.59,0.4,0.93
tweetsharp.csv,0.61,0.47,0.66,0.52,0.26,0.08,0.67,0.44,0.55,0.61,0.85,0.64,0.0,0.32
wxcode.csv,0.06,0.03,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.04
