,recall,precision,pf,cdom,bellwether
1,0.23,0.57,0.43,7.0,openefm.csv
10,0.675,0.5,0.28500000000000003,1.0,columba.csv
13,0.765,0.5,0.41,9.0,arcallians.csv
27,0.84,0.515,0.36,4.0,fbmanager.csv
33,0.61,0.455,0.35,17.0,sepgsql.csv
52,0.405,0.33,0.26,13.0,ibatisdb.csv
24,0.8200000000000001,0.625,0.575,1.0,magicwars.csv
25,0.26,0.43,0.42,2.0,pentahoanalysistool.csv
26,0.74,0.635,0.53,0.0,xmemcached.csv
