,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,20.0,2.0,0.0,0.0,0.0,10.0,1.0,6.0,3.0,1.0,14.0,0.0
jaolt.csv,5.0,6.0,0.0,4.0,0.0,5.0,0.0,1.0,0.0,4.0,3.0,0.0
jcl.csv,92.0,64.0,1.0,1.0,2.0,250.0,0.0,1.0,0.0,0.0,1.0,1.0
kmess.csv,15.0,8.0,2.0,0.0,0.0,5.0,1.0,3.0,4.0,0.0,13.0,0.0
ossbuild.csv,9.0,11.0,1.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0
qgo.csv,2.0,0.0,3.0,2.0,0.0,18.0,0.0,3.0,0.0,2.0,0.0,1.0
quark.csv,92.0,0.0,7.0,58.0,0.0,250.0,2.0,0.0,2.0,2.0,0.0,0.0
rezilla.csv,25.0,8.0,3.0,0.0,0.0,9.0,2.0,0.0,9.0,0.0,13.0,1.0
rhex.csv,0.0,2.0,0.0,1.0,0.0,250.0,3.0,7.0,7.0,2.0,17.0,0.0
toped.csv,12.0,8.0,6.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,9.0,1.0
truevision.csv,6.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,2.0,0.0,13.0,1.0
wxstudio.csv,15.0,4.0,0.0,0.0,0.0,3.0,0.0,2.0,9.0,0.0,2.0,0.0
