,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,0.68,0.61,0.06,0.91,0.56,0.87,0.88,0.56,0.56,0.75,0.71,0.72
jaolt.csv,0.58,0.5,0.59,0.85,0.59,0.94,0.04,0.55,0.5,0.65,0.52,0.61
jcl.csv,1.01,1.0,0.91,0.95,1.01,1.0,0.82,1.01,0.07,0.92,0.85,0.81
kmess.csv,0.67,0.67,0.83,0.82,0.75,0.57,0.66,0.5,0.67,0.64,0.74,0.04
ossbuild.csv,0.7,0.71,0.69,0.94,0.61,0.13,0.75,0.67,0.27,0.7,0.53,0.62
qgo.csv,0.73,0.03,0.89,0.79,0.75,0.9,0.64,0.64,0.58,0.64,0.65,0.73
quark.csv,1.0,0.93,0.94,1.0,0.97,1.0,0.99,0.84,0.72,0.89,0.08,0.99
rezilla.csv,0.93,0.88,0.82,0.05,0.7,0.97,0.86,0.61,0.89,0.67,0.9,0.94
rhex.csv,0.0,0.59,0.81,0.95,0.68,1.0,0.72,0.79,0.63,0.97,0.83,0.8
toped.csv,0.77,0.9,0.62,1.0,0.0,1.0,0.88,0.61,0.97,0.9,0.76,0.97
truevision.csv,0.7,0.59,0.81,0.73,0.75,0.88,0.57,0.01,0.6,0.77,0.9,0.53
wxstudio.csv,0.62,0.94,0.73,0.95,0.64,0.65,0.75,0.9,0.87,0.06,0.58,0.76
