,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,0.5,0.63,0.94,0.84,0.92,0.31,0.85,0.53,0.71,0.51,0.54,0.8
jaolt.csv,0.5,0.7,0.48,0.16,0.8,0.41,0.96,0.74,0.71,0.57,0.85,0.61
jcl.csv,0.0,0.0,0.1,0.05,0.02,0.0,0.18,0.08,0.93,0.08,0.15,0.26
kmess.csv,0.42,0.57,0.27,0.58,0.49,0.59,0.52,0.58,0.5,0.51,0.69,1.0
ossbuild.csv,0.33,0.43,0.33,0.16,0.49,0.88,0.27,0.37,0.79,0.43,0.77,0.6
qgo.csv,0.33,0.97,0.13,0.21,0.65,0.22,0.44,0.5,0.64,0.49,0.46,0.31
quark.csv,0.0,0.07,0.08,0.0,0.04,0.0,0.01,0.16,0.29,0.11,0.92,0.01
rezilla.csv,0.67,0.57,0.81,0.95,0.78,0.47,0.66,0.79,0.57,0.86,0.77,0.85
rhex.csv,1.0,0.67,0.27,0.05,0.41,0.0,0.44,0.29,0.86,0.03,0.54,0.2
toped.csv,0.67,0.83,0.5,1.0,1.0,1.0,0.81,0.5,0.93,0.62,0.69,0.81
truevision.csv,0.33,0.6,0.98,0.32,0.67,0.44,0.77,1.0,0.93,0.49,1.0,0.63
wxstudio.csv,0.5,0.07,0.33,0.05,0.37,0.56,0.3,0.11,0.14,0.95,0.46,0.31
