,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,0.22,0.58,0.95,0.45,0.91,0.12,0.77,0.51,0.27,0.45,0.29,0.72
jaolt.csv,0.29,0.65,0.49,0.22,0.85,0.13,0.98,0.56,0.3,0.51,0.44,0.65
jcl.csv,0.0,0.0,0.16,0.1,0.04,0.0,0.3,0.09,0.96,0.14,0.19,0.36
kmess.csv,0.23,0.52,0.28,0.38,0.62,0.27,0.61,0.56,0.21,0.5,0.32,0.99
ossbuild.csv,0.24,0.45,0.41,0.15,0.63,0.88,0.41,0.42,0.52,0.44,0.42,0.64
qgo.csv,0.2,0.98,0.18,0.31,0.73,0.1,0.56,0.45,0.26,0.49,0.32,0.43
quark.csv,0.0,0.12,0.11,0.0,0.07,0.0,0.03,0.27,0.31,0.18,0.96,0.02
rezilla.csv,0.18,0.46,0.5,0.97,0.82,0.13,0.67,0.55,0.16,0.63,0.29,0.71
rhex.csv,1.0,0.6,0.29,0.09,0.56,0.0,0.54,0.3,0.27,0.05,0.25,0.33
toped.csv,0.21,0.58,0.46,0.49,1.0,0.23,0.75,0.46,0.21,0.46,0.31,0.68
truevision.csv,0.24,0.57,0.58,0.34,0.75,0.14,0.78,0.99,0.3,0.43,0.36,0.68
wxstudio.csv,0.25,0.11,0.36,0.1,0.54,0.23,0.43,0.16,0.13,0.96,0.4,0.41
