,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,0.58,0.42,0.71,0.37,0.33,0.57,0.4,0.61,0.58,0.51,0.51,0.45
jaolt.csv,0.55,0.43,0.61,0.88,0.35,0.44,0.4,0.34,0.44,0.42,0.38,0.42
jcl.csv,0.92,0.0,0.9,0.5,0.67,0.5,0.93,0.97,0.92,0.83,0.88,0.98
kmess.csv,0.72,0.46,0.8,0.51,0.47,0.84,0.51,0.49,0.58,0.67,0.45,0.48
ossbuild.csv,0.95,0.68,0.73,0.8,0.46,0.97,0.64,0.79,0.64,0.86,0.43,0.63
qgo.csv,0.54,0.45,0.73,0.86,0.36,0.39,0.44,0.47,0.36,0.38,0.44,0.57
quark.csv,0.0,0.5,0.95,0.0,0.67,0.0,0.75,0.86,0.92,0.86,0.92,0.0
rezilla.csv,0.44,0.5,0.38,0.67,0.35,0.36,0.38,0.41,0.39,0.48,0.36,0.43
rhex.csv,0.92,0.38,0.8,0.67,0.46,0.86,0.71,0.64,0.55,0.67,0.51,0.86
toped.csv,0.5,0.39,0.67,0.36,0.33,0.42,0.4,0.64,0.38,0.6,0.4,0.46
truevision.csv,0.81,0.45,0.42,0.69,0.38,0.4,0.34,0.56,0.39,0.57,0.33,0.5
wxstudio.csv,0.75,0.86,0.74,0.0,0.55,0.56,0.77,0.92,0.94,0.58,0.65,0.72
