,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.67,0.61,0.49,0.61,0.63,0.25,0.58,0.65,0.11,0.55,0.56,0.65,0.59,1.0,0.77,0.67,0.63
dynalloy.csv,0.33,0.63,0.95,0.0,0.47,0.44,0.05,0.38,0.33,0.57,0.24,0.76,0.13,0.0,0.17,0.74,0.3
enzo.csv,0.59,0.64,0.43,0.34,0.47,0.58,0.67,0.77,0.45,0.42,0.61,0.96,0.44,0.32,0.21,0.63,0.64
hydrogen.csv,0.47,0.52,0.14,0.59,0.29,0.06,0.17,0.95,0.11,0.11,0.55,0.17,0.32,0.29,0.77,0.27,0.67
jcae.csv,0.38,0.43,0.2,1.0,0.0,0.13,0.25,0.61,0.04,0.31,0.09,0.16,0.37,0.29,0.41,0.27,0.45
kmatplot.csv,0.6,0.94,0.26,0.26,0.36,0.06,0.33,0.35,0.32,0.0,0.53,0.46,0.11,0.29,0.47,0.18,0.43
lphant.csv,0.58,0.81,0.48,0.68,0.75,0.45,0.66,0.71,0.6,0.59,0.6,0.56,0.99,0.72,0.78,0.64,0.7
natpad.csv,0.58,0.64,0.4,0.71,0.6,0.6,0.61,0.69,0.56,0.55,0.61,0.43,0.57,0.51,0.62,0.39,0.96
nosleepsoftware.csv,0.29,0.09,0.0,0.13,0.9,0.0,0.04,0.0,0.0,0.0,0.0,0.1,0.0,0.06,0.26,0.3,0.09
ossbuild.csv,0.29,0.68,0.4,0.61,0.07,0.19,0.58,0.66,0.79,0.76,0.48,0.24,0.66,0.62,0.62,0.27,0.5
quarkplayer.csv,0.54,0.28,0.2,0.37,0.81,0.06,0.3,0.35,0.04,0.93,0.51,0.46,0.36,0.35,0.52,0.3,0.34
quickfast.csv,0.65,0.6,0.4,0.65,0.62,0.25,0.48,0.58,0.09,0.39,0.65,0.3,0.31,0.61,0.28,1.0,0.09
rezilla.csv,0.5,0.55,0.17,0.0,0.48,1.0,0.62,0.61,0.33,0.45,0.65,0.17,0.5,0.64,0.31,0.62,0.52
rhex.csv,1.0,0.52,0.31,0.48,0.79,0.06,0.36,0.6,0.07,0.11,0.56,0.16,0.21,0.58,0.41,0.36,0.32
rocrail.csv,0.1,0.53,0.2,0.26,0.29,0.06,0.2,0.61,0.0,0.0,0.34,0.18,0.27,0.45,0.93,0.18,0.45
virtuoso.csv,0.51,0.3,0.21,0.41,0.09,0.64,0.35,0.67,0.0,0.36,0.92,0.0,0.32,0.26,0.41,0.46,0.0
yield.csv,0.7,0.63,0.59,0.75,0.26,0.46,0.96,0.54,0.39,0.64,0.7,0.59,0.65,0.76,0.69,0.71,0.64
