,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.47,0.5,0.73,0.72,0.51,0.79,0.51,0.43,0.99,0.63,0.59,0.4,0.5,0.02,0.42,0.41,0.45
dynalloy.csv,0.91,0.49,0.06,1.0,0.85,0.86,0.99,0.89,0.88,0.56,0.94,0.6,0.97,1.0,0.96,0.57,0.93
enzo.csv,0.78,0.73,0.86,0.91,0.85,0.58,0.66,0.51,0.86,0.9,0.72,0.12,0.86,0.91,0.95,0.68,0.67
hydrogen.csv,0.59,0.54,0.9,0.5,0.75,0.95,0.86,0.06,0.95,0.93,0.57,0.86,0.73,0.75,0.32,0.77,0.43
jcae.csv,0.68,0.64,0.83,0.0,1.0,0.9,0.79,0.44,0.97,0.74,0.93,0.87,0.69,0.75,0.65,0.77,0.61
kmatplot.csv,0.53,0.07,0.88,0.81,0.7,0.95,0.76,0.71,0.73,1.03,0.61,0.83,0.92,0.76,0.67,0.87,0.73
lphant.csv,0.59,0.33,0.72,0.7,0.47,0.69,0.46,0.5,0.72,0.65,0.75,0.53,0.03,0.45,0.54,0.63,0.48
natpad.csv,0.59,0.65,0.9,0.52,0.6,0.6,0.6,0.55,0.66,0.64,0.68,0.88,0.56,0.6,0.59,0.93,0.05
nosleepsoftware.csv,0.79,0.93,1.0,0.89,0.12,1.0,0.97,1.0,1.0,1.0,1.0,0.92,1.0,0.96,0.84,0.75,0.93
ossbuild.csv,0.78,0.54,0.67,0.46,0.94,0.95,0.53,0.6,0.25,0.44,0.59,0.81,0.53,0.62,0.47,0.78,0.61
quarkplayer.csv,0.72,0.77,0.87,0.71,0.4,0.95,0.86,0.72,0.97,0.09,0.63,0.67,0.73,0.79,0.73,0.75,0.93
quickfast.csv,0.62,0.65,0.78,0.73,0.54,0.81,0.6,0.52,0.98,0.78,0.62,0.92,0.93,0.76,0.97,0.0,0.99
rezilla.csv,0.83,0.75,0.96,1.0,0.84,0.0,0.65,0.67,0.99,0.85,0.69,0.97,0.82,0.71,0.93,0.69,0.81
rhex.csv,0.0,0.55,0.75,0.6,0.46,0.95,0.78,0.45,0.96,0.93,0.53,0.87,0.84,0.73,0.65,0.71,0.77
rocrail.csv,0.92,0.53,0.83,0.79,0.76,0.95,0.83,0.44,1.0,1.0,0.72,0.85,0.79,0.63,0.09,0.85,0.62
virtuoso.csv,0.66,0.92,0.95,0.88,0.98,0.71,0.9,0.71,1.0,0.9,0.1,1.0,0.91,0.94,0.88,0.73,1.0
yield.csv,0.59,0.71,0.68,0.56,1.0,0.62,0.05,0.81,0.91,0.69,0.62,0.49,0.7,0.53,0.55,0.45,0.63
